question_id,member_id,question,type,ambiguous
15488,73143,"a few interactions over a semester 請問這裡的over可以用in或during代替嗎? 另外用在時間的介係詞，如at night, on Sunday, in June是以什麼表準來區分的呢?是時間長短嗎?over 於此作為介係詞有「在...其間」的意思，可以參考 over 在奇摩字典的第 9 條解釋：https://tw.dictionary.yahoo.com/dictionary?p=over  當然也可以說 in the semester 或 during the semester，只是用字選擇不同而已。  另外，時間的介係詞，確實如同您所說的，依照時間長短做區別。at 是比較短的時間；on 次之，除了星期以外，幾月幾號也是用 on；in 則是較長時間，年份都是搭配 in 的。",9,0
15390,73143,"Yeah, and I was an infatuated freshman, sure, but, the several times we got to spend together outside of class really allowed me to see she also had a good heart and a bright spirit. 請問這裡的 got to 是什麼意思?是有「開始」的意思嗎?這是口語的用法嗎，似乎刪掉之後文義也不變?什麼情況下會加入get to呢? 翻譯中好像是翻成「得以」 請問除了這個地方的用法外，get to還有什麼跟這裡意思完全不同，但常用的用法嗎?get to do something 就是「得以、能夠做某事」的意思，是口語上很常見的用法喔。  其他的意思可以參考以下字典連結： https://tw.dictionary.yahoo.com/dictionary?p=get+to",13,0
13069,73143,There are three points that are crucial to reducing your accent if you want to be presenting in English. 為什麼這裡是用want to be presenting 而不是want to present 是把它當成形容詞來用嗎?若是那何時該用形容詞，何時該用動詞？這裡不是當形容詞用，而是一般的進行式。這裡寫作 want to present in English 也是完全沒問題的！為何在這裡他會說 want to be presenting 而不是 want to present ，是因為兩者有些微的差異。  ...if you want to be presenting in English. 包含「現在以及未來」用英文表達的意思；然而，want to present 僅僅表達出「現在」用英文表達的意思。原則上在意義上沒有太大差異，但如果要深究的話，有如此區別，可以依照您所想表達的意思選擇。,2,0
3661,56308,"When I first come out here,I didn't realize it was a bag snatching,you know?  你好，想請問這句後面的發音，為什麼聽起來跟影片裡的不太像？（影片裡聽起來有TER的音）此處 bag snatching 和後面 you know 連起來了，才會聽起來有 -er 的音，的確需要多聽幾次才能聽出來，打開字幕、多聽幾次訓練耳朵吧！",13,0
22174,59239," like to 的中文翻譯，你們翻譯成 ""喜歡""，好像不太對。您好！那請問您覺得什麼意思比較貼切呢？謝謝您！",13,0
6448,61641,"老師您好，請教一下這部影片的口語常出現大量的wanna和gonna，但這段的字幕是""This is what you're gonna use for stock""，不過聽起來我覺得比較像""This is what you can use for stock""，文法和語句上看應該兩個都可以通？但反覆聽了好幾遍還是聽不太出那個""gonna""的音 :Q  目前大概是一個「聽得懂意思但沒辦法很正確拆出全部詞句」的狀態，平時畢竟太少有機會直接聽加上即時拆解母語人士的口語攻其不背就是希望能提供一個環境，讓各位聽懂最道地的母語人士口語，只要繼續跟著課程進行、扎實練習，學過一段時間再回頭來聽，就會發現自己能毫不費力地聽出來了！  請繼續加油！有問題都歡迎多多發問，一起討論喔 : )",13,0
62860,101752,"a small plot of land~在這句中plot是什麼意思??看翻譯是密謀,策劃...??該是個名詞嗎?是名詞沒錯喔，可以參考字典上的第三條解釋： https://tw.dictionary.yahoo.com/dictionary?p=plot ",13,0
103692,90915,Our magazine is taking on a new look next year.  請問為何這句明明是在講明年但這裡卻用現在進行式?這裡是「現在進行時式代替未來時式」的表示法，可以參考一下這個網站喔：http://www.taiwantestcentral.com/Grammar/Title.aspx?ID=52,2,0
102559,90915,請問這裡的frame如何翻譯?其實就是框框的意思，這裡指的就是瀏覽器的那個框。,13,0
101897,90915,請問這裡的with可以翻成  因為  嗎?這裡的with不是因為的意思喔。,13,0
101325,90915,既然這裡的it它是指KAZbrella的話，那為何後面的動作(blow)不是用被動式呢?這邊的 blow 不用刻意用被動式，可以參考字典不及物動詞第二條解釋：https://tw.dictionary.yahoo.com/dictionary?p=blow  雨傘隨風飄動，只是這邊是被風吹翻了，這種情形可以用主動式。,8,0
101290,90915,可是blow不是只有吹的意思嗎?     哪裡有吹翻的意思?? blowing inside out 要一起看，就是指風吹到雨傘裡面（inside）變成在外面（out），雨傘朝外翻，要整個一起看才有吹翻的意思喔。,13,0
101237,90915,這裡的 it blowing inside out的it不能代指「風」嗎?  如果它是指KAZbrella的話，那為何後面的動作(blow)不是用被動式呢?     這裡不能翻  「風由內朝外地吹」嗎?這樣會有點奇怪喔，風是吹不翻的，只有雨傘才能被吹翻。,13,0
101167,90915,可是Immediately 這裡  翻譯不是翻「一……（就……）」中英文有時候是不能照字面上直接翻喔。 這裡的Immediately您可以把它當一個句型來看。 ,13,0
101117,90915,這裡的Immediately 是連接詞嗎?是副詞喔！,10,0
101106,90915,請問這裡的fit是什麼意思?  fit不是只能當Vt那為何後方還要有介係詞into，不能直接接受詞嗎?fit 也有不及物動詞用法呀，也是「合身、適合」的意思： https://tw.dictionary.yahoo.com/dictionary?p=fit ,9,0
100991,90915,"這裡不是當下在說話嗎為何用were而不是用are?不是喔，這裡要表達的是已經過去的時間點。  前一句另一個人說What do you mean it doesn't work that way? 此句話的講者要表達""剛剛他就知道另一個人會這樣講""，所以這裡時態用過去式。 ",3,0
100968,90915,這裡的could是can的過去式  還是委婉的說法?過去式喔，前面的got也是過去式。,3,0
100880,90915,請問這裡的near是甚麼詞性呢?是介係詞喔！,9,0
100834,90915,我是說這裡的both剛剛老師不是給了一個連結，而老師說的那個意思是當連接詞，所以我才疑問說為何連接詞both後面會接 near and far.both確實是連接詞阿，看看連接詞用法喔，也是both a and b 的用法，其中 a 和 b的結構要對等，這裡的near跟far都是形容詞： https://tw.dictionary.yahoo.com/dictionary?p=both ,10,0
100771,90915,如果我要說「每次你不聽我說話的時候，我會抓狂」我可說 I go insane every time when you don't hear of my word. 嗎?「不聽我說話」可以簡單說 don't listen to me 即可。另外 every time 後面不需要 when。因此這句可以改寫成：  I go insane every time you don't listen to me.,13,0
100768,90915,Our CEO goes insane every time we use our phone during meetings. 為何片語解釋例句的這句的 goes不是用過去式went?因為後面有寫到 every time，表示這是常態喔。,3,0
100740,90915,"the exhilarating, vibrant, busy street markets. 為何這裡三個形容詞在最後一個形容詞前方沒加and，就是the exhilarating, vibrant and busy street markets. 運用多種形容詞修飾同一事物的時候是可以不用連接詞的喔！",10,0
100728,90915, can be home to thousands of cousins.請問為何這裡thousand前方的介係詞用to? be home to是一個片語喔!be home to 是什麼意思呢?地方 is home to 人事物 >>> 此地方 是 XXX的 家、棲息地、發源地  例如: the Rockies are home to bears and mountain lions   落基山脈地區是熊和美洲獅的棲息地。,9,0
100581,90915,curled up outside a den full of young pups.請問這句的full of前方是否省略 that is? 請問這裡的outside是介係詞嗎?是的，都答對了！,9,0
100572,90915,為何這裡的dog翻譯成  土撥鼠?不能只看dog喔，prairie dog 這兩個字要一起看： https://en.wikipedia.org/wiki/Prairie_dog ,13,0
100454,90915,這裡的unlike是介係詞嗎?是的，您的理解沒錯喔。,9,0
100443,90915,為何這裡的 flip over 沒有用被動式 甜甜圈不是應該是 被翻過來嗎?flip 也可以當做事物翻過來的動作喔，因此用主動也可以。當然要改寫成被動式也可以。,13,0
100400,90915,請問這裡的goes through可以翻成 經歷 嗎?但這裡甜甜圈如果用「經歷」會有點奇怪喔！,13,0
100260,90915,similar to Mardi Gras celebrations為何這句similar前方沒有be動詞就直接擺上這個形容詞?因為省略了關係代名詞 ＋ be 動詞，原本是：  ...which was similar to Mardi Gras celebrations.,5,0
100215,90915,this is how your friends and family have been hearing you your whole life請問這句的your whole life前面有省略一個in嗎?有些情況不需使用介系詞、有些則一定要使用，而有時候則可有可無。如果省略介係詞不會影響到文意的話，就有可能會省略，那大部分出現在口語上的用法，正式寫作省略的情況較少。  談論時間時比較可能會出現省略介係詞的狀況，課文這句就是可有可無的情況喔！加上 in 寫作 in your whole life 也是沒問題的，那以下再提供您幾個這類的用法：  Your father came (in) last week.  Annie and I are going to have dinner (on) Tuesday.  We met (in) the summer of 1983.  I'll see you (at) the following weekend.  Are you coming to visit (in) this year?,9,0
100090,90915, 請問這裡的send可以翻成   送    的意思嗎? 可以喔！這邊是稍微轉個彎，send you EZ Scrambler 就是「把 EZ Scrambler 寄送給你」，這邊的情境就「送」的意思喔！,13,0
100086,90915, hassle這裡他念的音是否h沒發音呀?有發音喔，只是發音的比較輕，可以調高音量或是戴耳機會比較清楚喔！,13,0
100052,90915,這裡Crunchy 是翻成  脆脆的   ? 對的，crunchy 有「鬆脆的」的意思喔。,13,0
99975,90915,We at Wells Fargo are so happy that ... 為何這裡的so ... that不是翻成如此以至於 的意思?因為這裡不是這個意思喔！這裡是說他們很開心，為什麼很開心呢？因為 that 後面這件事。  還是要看一下上下文喔，如果這裡是「我們如此開心，以至於 Do Won Chang 得了這個獎」，意思就非常奇怪呢。,13,0
99956,90915,我以這個片語基本上都會接by因為它本身就以被動式型態呈現?沒錯喔！就是 be drawn in 被吸引，被什麼吸引呢？就是被 by 後面的東西所吸引。,8,0
99894,90915,He was drawn in by her looks and personality.請問為何這句的looks要加s? be drawn in 後面是要接by嗎?為何這裡都要接bylook 當做「面容；美貌」時，多以複數形式呈現。可以參考字典上 look 作為名詞第四條解釋： https://tw.dictionary.yahoo.com/dictionary?p=look   by 是因為這裡是被動式呀。,8,0
99879,90915,為何這裡的succeed要加ing?這裡的 succeeding 是動詞 succeed 的現在分詞形式。因為 see 是感官動詞，後面可以接上原形動詞或是現在分詞，當接上現在分詞時，就表示看到的當下正在進行那個動作的意思，例如：  I saw Ted kissing a girl yesterday.  表示 Ted 在你看到的當下正在親一個女孩。那這裡正是這種用法喔！,12,0
99864,90915,請問 related to的to是介係詞的to嗎?沒錯，所以後面要接上名詞 / 動名詞喔。,9,0
99810,90915,", that people are staring at them when they stand out in front of the audience. 這裡的that是引導一個子句嗎甚麼子句呢修是誰呢?這裡是連接詞的作用，是接著前面的 feel，如果這裡要囉嗦一點的話，應該是：  one of the reasons a lot of people are nervous is because they feel like people are judging them, and feel that people are staring at them when they stand out in front of the audience.",10,0
99632,90915,可是while在字典裡找不到 「同時」的意思連接詞第一條解釋就是呀： https://tw.dictionary.yahoo.com/dictionary?p=while+ ,10,0
99609,90915,這裡的while可以翻成「然而」嗎? 這裡要表達的不是「然而」喔，因此不建議這樣翻譯。,13,0
99599,90915,請問這裡的paid是過去分詞還是形容詞呢?是過去分詞當形容詞用，修飾後面的名詞 media。,12,0
99583,90915," if you don't remember a thing I said today這裡翻作  如果你們不記得我今天說的任何一件事。 為何事翻作「任何一件」這裡不是寫 a thing嗎，不是應該是一件事嗎?中文英文是兩個不同的語言，有時候是不能照翻的喔。(人腦還是勝於Google翻譯)  若翻成""如果你們不記得我今天說的一件事""，這樣沒看過這個影片的人直接看到您翻的中文，會覺得怪怪的吧。",13,0
99366,90915,"請問這裡if接在vt後為何不是翻成「是否」? they wouldn't laugh at me.請問這句為何是翻成「他們就不會因我而笑。」而不是翻成「他們會嘲笑我」(1) 您可能斷句斷錯囉。  I thought 後面是接一個名詞子句( if people found out, they wouldn't like me)。  (2) 這裡是主持人的幽默，通常laugh at是嘲笑的意思沒錯，但這裡是引申為另一個意思「他們就不會對著我笑 >>> 他們就不會因我而笑」。 而且若翻成「他們會嘲笑我」，整個前後文邏輯會很怪。 ",13,0
99336,90915,請問這裡的over怎麼解釋?可以記下 call over 這個片語，是「叫某人過來」的意思，用法是：call someone over to some place。這裡是被動式的用法喔。,8,0
98642,90915,"I thought, He will never give up.   為何是用thought而不是think?如果是要表達過去在想的當下，就要用過去式 thought，但如果是要表達現在，就可以用現在式喔。就看您是要表達現在或是過去。",3,0
98582,90915,with my life 請問這裡的with如何翻譯?建議不要用一個字的翻譯來思考，這是很常見的用法喔，常常會看到有人說：  I don't know what to do with （某事）. 就是「我不知道該拿某事做些什麼」的意思。 ,13,0
98572,90915,所以這裡的would是翻成  會    的意思嗎?是的沒錯。,13,0
98267,90915,請問迷路可以說 I was lost嗎?可以的，但要注意這裡用過去式 was 是在講過去某個時間迷路喔。,3,0
98057,90915, I mean這裡翻譯成「我是說」，那我可以翻成「我的意思是」的意思嗎?也可以喔!,13,0
98054,90915,如果在聽他講時要如何分辨這句and I'd never get away with it.是唸and I'd never get away with it.還是and I never get away with it. I'd 後面其實有一個短短的頓音，對我們非母語人士來說確實會比較難聽出來。另外從文意來說，有 would「會」口氣也會更順。因此有時不只要聽音，也要搭配上下文。,13,0
97747,90915,"請問pack如何翻譯? go如何解釋呢?packed 這邊是被動式的用法。 被動式句型是""be動詞+過去分詞""，形容詞句型是""be動詞+形容詞""，前面都剛好會有be動詞。 packed full of nutrients >>> 以full of nutrients的方式被包裝/充滿。  go這邊表示""進行 進展""的意思。 Everything is going well .   >>> 一切進行順利  ",13,0
97718,90915,"如果我要說，        聽說你可以說八種語言，真的嗎? 我這樣說對嗎~~~  It said that you're able to speak eight different languages, serious?會用被動式It is said that.... 也可以直接更口語地說 I heard that...  It says that...後面會接引用的句子。例如It says here that we should go to bed before 10:00. ",13,0
97696,90915,"I got in a car accident last night. Really? That's horrible, but at least you're okay. 請問： 1.這裡的 That's horrible是 That was horrible嗎? 2. That's horrible跟 That's terrible 有差嗎?1. That's horrible = That is horrible (現在式) (was是過去式) 2. 有點差異。horrible是""可怕的""，terrible是""很差的""",3,0
97523,90915,請問這裡的near是介係詞嗎?沒錯！您的理解是正確的喔。,9,0
97460,90915,"notifies the rider when they have arrived by tapping the ""Arriving Now"" button. 為何這裡不是翻譯 藉由按下「現在抵達」的按鈕告知搭乘者他們何時抵達。因為既然是「現在抵達」，表示已經抵達啦，所以是在抵達當下按的。不是所有人都可以確定自己什麼時候可以抵達，所以不可能在抵達之前按下「現在抵達」告知乘客。",13,0
97451,90915,"When driving to work in the morning, we must allow for traffic.請問這句的traffic不是「交通」的意思嗎?為何片語講解的翻譯為「塞車」?traffic 也有「交通量」的意思，那一般人如果要把交通量考慮進去，一定是要考慮到塞車的情況（如果車流順暢就不用特別把時間算進去），所以這裡比較偏向「塞車」的意思喔。",13,0
97450,90915,請問這裡的with如何翻譯?不建議單獨拉出來看。通常介係詞要配合搭配動詞一起理解： 這部份可以參考字典上的解釋喔： https://tw.dictionary.yahoo.com/dictionary?p=help+with ,13,0
97448,90915,為何這裡crash不是用過去式?這裡要用過去式也可以喔，講故事時也常會有人用現在式呈現讓人有身歷其境感，但因為是敘述過去發生的事，確實要用過去式是比較正確的。,3,0
95696,90915,The black dress was a staple of Princess Diana. 請問這句用過去式的原因是因為現在黑色洋裝不是黛安娜王妃的基本穿搭  了嗎?因為黛安娜王妃已經過世囉...,3,0
95411,90915,請問這裡的he's是he is嗎?沒錯，和後面組成現在進行式。,2,0
95386,90915,"所以這裡的found是翻成「建立」的意思嗎?這裡是""找find""的過去式。  found有兩個常用意思:  1. find的過去式 2. 建立",13,0
95050,90915,請問這裡的across是介係詞還是副詞?在這裡是當做副詞，修飾 welded 這個動作，介係詞是後面的 from。,9,0
95030,90915,影片中是念there嗎?我聽起來好像是念 it!這裡經過外籍編輯確認，是 there 沒錯喔，there was 文法上也比較正確。這裡的黑人腔調確實比較重，可能也是需要再多多熟悉的部份喔。,13,0
95018,90915,Matthew refused to ask others for help when he was lost. 請問這裡的lost是直接當形容詞，還是過去分詞當形容詞?是形容詞喔，可以參考以下字典連結： https://tw.dictionary.yahoo.com/dictionary?p=lost ,12,0
95012,90915,When can I take my kid home?這句為何我聽的時候他是念When can I take my kid  at home?確實有點像呢！但這裡文法上來說 home 是當副詞，前面不需要有介係詞的，可能是因為黑人腔說話會有一點特殊的停頓方式，因此聽起來好像有 at。,13,0
94739,90915," that I can't do things, said that I couldn't ride a bicycle.為何前面的can't是現在是後面則是過去式couldn't?因為這裡是很口語的表達，想到什麼就說什麼，所以有時候前後時態會不一致，在口說上是很常碰到的情況喔！",3,0
94728,90915,為何我聽影片中 stand in my way.他是念stand in own way.?這樣意思會很奇怪喔，是 my way 才對。畢竟帶有點黑人腔，可能不是那麼容易聽出，需要多多熟悉。老師剛剛再確認，是唸my沒有錯喔! ,13,0
94491,90915,1.請問這句的後面 kinda faded to the background.翻譯成「有點褪成背景」是什麼意思? 2.這裡的fade要如何解釋呢?1. 這裡運用譬喻修辭法，表示過去在她歌中作為主題的一些元素，現在漸漸都看不到了。  2. 偏向字典上第二第三條解釋： https://tw.dictionary.yahoo.com/dictionary?p=fade ,13,0
94471,90915,"我的意思是他這句不是也可以寫 my life  have, sort of, crowds form everywhere I go 可是這裡的用了be Ving而變 my life is having, sort of, crowds form everywhere I go   那這個語氣上是有甚麼含意嗎(就是現在進行式的形式)?進行式會比一般現在式更強調現在這個狀態是正在發生的，而不是單純敘述一件事實而已。",2,0
94470,90915,請問這裡的overwhelmed是過去分詞作形容詞嗎?沒錯，您的理解是正確的喔。,12,0
94411,90915,"my life is having, 為何這裡要用現在進行式?having, sort of, crowds form everywhere I go 這裡整個是一件事情，名詞作用。  ",2,0
94395,90915,"那這裡 she's talking about how her day was at school that day, that helps me.不就出現兩個動詞了??用逗點隔開是兩個完整的句子，為什麼不能有兩個動詞？  再來，she's talking about 是主要動作 how her day was at school that day 是間接問句裡的動作。  從來沒有文法規定句子不能出現兩個動詞，只有句子裡面出現兩個動詞，但卻沒有連接詞或是像間接問句這種東西來幫助兩個動詞連接的情況下才叫做「錯誤」。",10,0
94336,90915,這裡的bond我可以翻譯成「聯結」的意思嗎?連結可能無法呈現出這個字的深入意思喔，不只表面連結，而是心靈上的交流連結。,13,0
94296,90915," have them in my houses.為何這裡翻「讓它們(小型集會)在我的房子裡進行。」是有什麼用法嗎?這裡沒有特別的用法，have是擁有的意思。  中文和英文本來就是兩個不同的語言，很多時候不能直接依照字典裡的中文解釋翻譯，而要依照句子的前後文。這就是為什麼Google翻譯永遠比不過人腦翻譯。  如果這裏中文翻成""決定要有它們""會很奇怪。",13,0
94292,90915,請問這裡的would都是過去未來式嗎?是的，因為整個句子的背景是在過去，所以不用will而用would。,4,0
94287,90915,powerhouse不是指「有勢力的團體」嗎可是Taylor是一個人這裡怎麼會翻「有強大能量的歌手」?其實中文和英文是兩個不同的語言，很多時候是不能直接依照字典裡的解釋翻譯句子，要依照前後文。這也是為什麼Google翻譯無法取代人腦翻譯。,13,0
94194,90915,請問這裡的copies如何翻譯?copy 一般是副本的意思，這裡指的就是唱片喔，因為母帶只有一張，販售的都算是副本。,13,0
94175,90915,You could say請問這裡的could是can的過去式還是委婉的說法?是委婉的說法喔。,3,0
94134,90915,為何這裡的established 翻譯為「老牌」，字典裡查到的卻是「已建立的」?既然是已經建立的，就表示已經存在一段時間，用在店家上就表示是很有知名度的地方。,13,0
94063,90915,所以it...that強調句     that後方是否接形容詞子句或名詞子句都可以嗎?老師有點不懂您這裡的問題，可以請您再說明一下嗎？謝謝您！,7,0
94011,90915,My little brother cried all the way home.請問這句為何home前方不用加介係詞?home 在此當副詞使用，不需要介係詞喔。,9,0
93993,90915,請問scallywag不是翻譯成無賴漢嗎?請參考以下字典連結： https://tw.dictionary.yahoo.com/dictionary?p=scallywag ,13,0
93990,90915,請問這裡的swashbuckling 如何翻譯?對應到「勇猛冒險」喔。,13,0
93832,90915,My teacher asked me to rewrite my essay.    我的老師要求我重寫我的報告。 請問為何這裡用essay，essay不是論文散文的意思嗎?  這裡翻報告不是要用report嗎?當然用 report 也可以囉。essay 就像您說的是論說文、散文，但其實也是報告的一種，只是用中文怎麼解讀而已。像大學生就不會說「交散文」，而是會說「交報告」。,13,0
93828,90915, be sure to這裡的to不是不定詞的to嗎為何後面接的是名詞(transition)?transition 在這裡是當動詞用喔！中文字典沒有，但英英字典有收錄動詞的用法： http://www.thefreedictionary.com/transition ,6,0
93763,90915,This procedure doesn't allow for any mistakes.這個手術不允許有任何錯誤。 請問為何這裡的procedure翻成手術 字典裡查不到這個意思?中文字典沒有，但英英字典上是有的： http://dictionary.cambridge.org/zht/詞典/英語/procedure#british-1-1-2 ,13,0
93646,90915,那這裡 in a fraction的in是什麼意思呢?in a fraction of the time 要一起看喔，in 是用來表達時間的介係詞，在這裡是「在...之內」，表達在這段時間之內。,9,0
93641,90915,這裡的top是當Vt那他的受格詞呢?這裡口語上省略了，最正確應該要補上 them（指 tomatoes）。所以查字典時其實不用太過糾結是及物/不及物，只是碰到不及物時要特別注意搭配的介係詞為何。因為就連母語人士很多都分不出兩者差異，會使用最重要喔。,9,0
93615,90915,請問老師  這裡smooth out your thoughts.翻譯為梳理你的情緒，請問什麼叫梳理情緒呢??思緒很亂的時候，就需要梳理一下，讓自己能理性一點思考喔。,13,0
93589,90915,and then slice through the gap.  請問這裡可以翻譯成     接著透過空隙來切       嗎?當然也可以這樣說，但中文表達起來會有點怪怪的。總之就是往兩個蓋子之間的縫隙一口氣切過去。,13,0
93452,90915,請問這裡的for如何解釋呢?參考介係詞第四調解是：https://tw.dictionary.yahoo.com/dictionary?p=for ,9,0
93449,90915,Whenever will he grow up?  可是字典裡的這個例句他是做副詞用  ，但這形式不是看起來像是做連接詞用嗎 ?要如何判斷?注意看這裡是will he，不是直述句的說法，差別就在這裡喔！,10,0
93330,90915,請問如何判斷whenever是做連接詞或副詞?在這邊是連接詞，可以參考看看字典的例句喔：https://tw.dictionary.yahoo.com/dictionary?p=Whenever+,10,0
93130,90915,請問這裡的in是什麼意思?通常要表達「某種狀態的」，會搭配的介係詞 in，這裡的用法類似於下面這句：  Get one in your favorite color.（買一件你最喜歡的顏色。）  I found this skirt in my size.（我找到這件我的尺寸的裙子。）,9,0
93129,90915,1.請問這裡的since不能翻因為嗎? 2.請問這裡的bing是什麼意思?     整句翻譯有狂吃的意思但我查bing他是一堆的意思1. 硬要翻成因為也是可以，翻譯本來就沒有標準答案。  2. 是 binge 喔： https://tw.dictionary.yahoo.com/dictionary?p=binge ,13,0
93118,90915,請問這裡的grown是一個形容詞還是過去分詞?是當形容詞用喔： https://tw.dictionary.yahoo.com/dictionary?p=grown ,12,0
93091,90915,It's great fun hanging out with you guys.那請問這裡為何介係詞with後直接接一個you?這裡是介係詞+you guys 這個對象喔！不能只看you,9,0
93057,90915, tearaway在字典裡查詢不是 流氓   嗎這裡怎麼翻譯成  小淘氣鬼 ?因為這裡沒有那麼強烈呀，只是在形容這些動物而已，因此不用使用到這麼強烈的字。,13,0
92954,90915,這裡的marketing是market變為現在分詞作形容詞用還是它原本就是一個形容詞呢?它是一個名詞喔： https://tw.dictionary.yahoo.com/dictionary?p=marketing ,12,0
92930,90915,這裡的fine可以翻譯成   優秀的   嗎?不建議喔，這裡口吻沒那麼強調，只是「還可以、也可以」的意思。,13,0
92869,90915,請問這裡的patch要如何翻譯，課程中翻譯為區塊可是我查字典他是斑點。類似第一、四條解釋： https://tw.dictionary.yahoo.com/dictionary?p=patch   那嚴格來說這裡講的「區塊」也是指「毛色區塊」喔，所以意思其實是差不多的。,13,0
92743,90915,請問get access to是什麼意思?這裡的 access 是名詞喔，為「進入、取得的機會」的意思，get access 就是取得這樣進入、取得的機會，也就是「能夠取得...」的意思。  那 access 搭配的介係詞為 to，所以當說 get access to something，就表示「能夠取得某物」。,9,0
92570,90915,請問這裡的for是什麼意思?碰到介係詞時，盡量不要單獨拉出來看，要連前後搭配的字一起觀察。  for someone to do something 就是「讓某人做某事」的意思，這裡 for that bottle to biodegrade 就是「讓瓶子分解」的意思。以下舉幾個例子供您參考：  I have brought this medicine for you to take. 我帶這個要來給你吃。  It's easy for me to do this. 讓我做這個很容易。  There's no need for you to stay late. I can finish this. 不需要讓你待這麼晚。我可以完成這個。,9,0
92356,90915,this is a real moment where people are feeling much more comfortable talking about transgender children  為何這裡是用where不是用when?這裡講者可能將這個 moment 當做一個地點概念，因此使用 where 這個關係代名詞，那這種情況在一般口語上很常見，有時在口語上甚至會用 where 來代指事物。但這裡其實用 when 才是比較正確的喔！,5,0
92336,90915,that they would've killed themselves.聽完片語解析後還是不太懂他說的，所以這個that是口誤嗎?是的，因為其實 that without me 的 that 已經有連接詞特性了，後面不需要再有一個。換個方式寫的話可以寫作：  Some people even write that they would've killed themselves without me.,13,0
92316,90915, that are not accepting.這裡使用現在進行式是有什麼意謂呢?為了用來強調這些家庭現在還是不肯接受喔。,2,0
92314,90915,請問如果我要說   我太了解他們的戰略了。  我可以這樣翻嗎?    I know their strategy all too well.Great job! 這樣表達完全沒問題的。,13,0
92298,90915,If this is what was gonna make her happy 請問為何兩個動詞一個是現在式一個是過去式?因為這裡是比較口語的說法，有時候比較不會注意到文法細節，因為這裡都是在敘述過去的事，如果是正式書寫的話，確實要統一用過去式比較好喔！,3,0
91843,90915,請問這句It wasn't a phase.   是單純的過去式表示過去，還是用過去是作為一個委婉的語氣而不是真的過去式?主要要看前後文。像這裡因為是在講小時候發生的事情，因此比較偏向是單純表示過去喔。 請問因為在美國好像沒有國高中之分  那junior high school 跟 senior high school在美國適用嗎?美國學校也有 junior high school 和 high school 之分喔，但通常美國國中生年的級會會說七到九年級，高中生的年級會說十到十二年級。所以如果我是美國學生我說我是七年級要如何說呢?可以說： I am in seventh grade.我查了字典grade是指中小學的年級，那請問如果是高中的年級譬如    十一年級要如何說呢?一樣是用 grade 喔，我們剛好有寫過此主題的教學專欄，可以參考： https://www.hopenglish.com/steve-jobs-2005-stanford-commencement-address-2-2 1.教學專欄裡提到美國教育體系中，大部分國中只有兩年，高中則有四年，那九年級在美國到底該說我是國中還是高中呢? 2.那請問要說我是大二(Sophomore)的句子該如何說呢?1. 那就要看您上的學校如何規劃囉，但最常見的是高中四年制。  2. 簡單說：I'm a sophomore. 就可以囉。OK!那如果要說我即將升大二要如何說呢?可以說：I'm about to be a sophomore.,3,0
91733,90915,所以 I'm scared 和 I'm afraid.都叫做   我害怕?是的，但用的地方可能不太一樣，如果能提供您想表達的內容，我們可以一起討論哪種比較好喔。譬如1.朋友要我一起去做壞事，這時我說  我害怕被抓到!  這要如何說呢           2.又或者講到一件恐怖的事情時，我單純我我害怕那有事怎麼說呢? 謝謝老師的解說!!這樣就很清楚了。一可以使用 afraid 說：  I'm afraid that we might get caught.  那二就可以運用 scared 表達：I'm so scared. 或是用主動的：It scares me a lot! 表示那故事真是嚇死我啦。請問如過再用完成式要用否定說法使否變成  haven't   Vpp?對，如果要說「我還沒吃飯」，就可以這樣說：I haven't eaten. ,1,0
91686,90915,請問這句可以這樣翻嗎?           醫師  證實  我在家裡已經知道的事情。 confirm在字典裡是哪 一條解釋呢?confirm 是動詞「證實、確認」的意思，在這裡是過去式的用法。  可以參考動詞第一條解釋： https://tw.dictionary.yahoo.com/dictionary?p=confirm ,13,0
91685,90915,happen是不是都用過去式?沒有喔！要端看時態來決定的。,3,0
91654,90915,為何前面是過去式，但到後面who are really struggling to卻變現在式?這裡用過去式主要是要表達比較委婉的口吻，並不是真的在敘述過去發生的事情喔。,3,0
91572,90915, has been pink請問這裡的現在完成式是指「到現在還是喜歡粉紅色 」 嗎?是的，有對於現在還在進行的一種動作上的暗示性，另外也可以是強調從過去到現在一直都是如此。,1,0
91571,90915,這裡的way如何翻譯?參考名詞第五條解釋： https://tw.dictionary.yahoo.com/dictionary?p=way ,13,0
91568,90915,請問這裡的inside是什麼詞性?介係詞可是介係詞後面怎麼可以接一個句子? 沒有規定介係詞後面不能接句子喔,9,0
